agency_id,agency_name,grade,score,checked,expiry_status,days_until_expiry,needs_attention,attention_reason,top_fix
western-reserve-transit-authority,Western Reserve Transit Authority,F,16.9,2026-07-04,stale,-2037,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
auburn-transit,Auburn Transit,F,17.5,2026-07-04,stale,-1372,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
auburn-transit-217,Auburn Transit,F,17.5,2026-07-04,stale,-1372,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
steuben-area-rides,Steuben Area Rides,F,18.2,2026-07-04,stale,-2011,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
microsoft-shuttles,Microsoft Shuttles,F,18.9,2026-07-04,stale,-2011,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
potomac-and-rappahannock-transportation-commission-prtc,Potomac and Rappahannock Transportation Commission (PRTC),F,19.0,2026-07-04,stale,-573,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
birmingham-jefferson-county-transit-authority,Birmingham Jefferson County Transit Authority,F,19.1,2026-07-04,stale,-1308,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
mountain-line-1148,Mountain Line,F,19.5,2026-07-04,lapsed,-188,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
ridgerunner,Ridgerunner,F,19.5,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
ridgerunner-311,Ridgerunner,F,19.5,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
uta,UTA,F,19.6,2026-07-04,stale,-812,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
greater-glens-falls-transit,Greater Glens Falls Transit,F,20.2,2026-07-04,stale,-916,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
sunline-transit-agency,SunLine Transit Agency,F,20.3,2026-07-04,lapsed,-185,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
norwalk-transit-district,Norwalk Transit District,F,20.8,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
stagecoach-transportation-services-sts,Stagecoach Transportation Services (STS),F,21.4,2026-07-04,stale,-2376,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
stagecoach-transportation-services-sts-449,Stagecoach Transportation Services (STS),F,21.4,2026-07-04,stale,-2376,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
centre-county-transit-authority-cata,CATABUS,F,22.0,2026-07-04,stale,-1778,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
continuum,Flex,F,22.5,2026-07-04,stale,-1280,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
greater-cleveland-regional-transit-authority,Greater Cleveland Regional Transit Authority,F,22.6,2026-07-04,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.
sarasota-county-area-transit,Sarasota County Area Transit,F,22.6,2026-07-04,stale,-1674,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
norwalk-transit-system-nts,Norwalk Transit System (NTS),F,22.7,2026-07-04,stale,-1280,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
norwalk-transit-system-nts-102,Norwalk Transit System (NTS),F,22.7,2026-07-04,stale,-1280,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
gtrans,GTrans,F,23.0,2026-07-04,stale,-1037,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
gtrans-616,GTrans,F,23.0,2026-07-04,stale,-1037,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
greater-portland-metro-bus,Greater Portland Metro Bus,F,23.5,2026-07-04,stale,-1155,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
dallas-area-rapid-transit-dart,Dallas Area Rapid Transit (DART),F,23.6,2026-07-04,expiring_soon,15,yes,Service data expires in 15 day(s),Re-export with a validity window that reaches at least 60 days out.
cherriots,Cherriots,F,23.8,2026-07-04,lapsed,-183,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
lakeland-area-mass-transit,Lakeland Area Mass Transit,F,24.0,2026-07-04,stale,-2100,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
herkimer-oneida-counties-transportation-study-hocts,Herkimer-Oneida Counties Transportation Study (HOCTS),F,24.9,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
allegany-county-transit,Allegany County Transit,F,25.1,2026-07-04,stale,-2165,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
charles-county-vango,Charles County VanGo,F,25.8,2026-07-04,stale,-1773,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
fredericksburg-regional-transit,Fredericksburg Regional Transit,F,25.8,2026-07-04,stale,-916,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
north-county-transit-district-nctd,North County Transit District (NCTD),F,26.0,2026-07-04,expiring_soon,21,yes,Service data expires in 21 day(s),Re-export with a validity window that reaches at least 60 days out.
north-county-transit-district-nctd-3093,North County Transit District (NCTD),F,26.0,2026-07-04,expiring_soon,21,yes,Service data expires in 21 day(s),Re-export with a validity window that reaches at least 60 days out.
mountain-metropolitan-transit,Mountain Metropolitan Transit,F,26.2,2026-07-04,stale,-3199,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
redding-area-bus-authority-raba,Redding Area Bus Authority (RABA),F,26.4,2026-07-04,stale,-1007,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
redding-area-bus-authority-raba-114,Redding Area Bus Authority (RABA),F,26.4,2026-07-04,stale,-1007,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
steuben-county-transit,Steuben County Transit,F,26.5,2026-07-04,lapsed,-185,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
washington-metropolitan-area-transit-authority-wmata-1847,Rail,F,26.7,2026-07-04,stale,-631,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
cecil-transit,Cecil Transit,F,26.8,2026-07-04,stale,-1773,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
green-bay-metro,Green Bay Metro,F,26.9,2026-07-04,stale,-2011,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
memphis-area-transit-authority,Memphis Area Transit Authority,F,27.4,2026-07-04,stale,-1911,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
metropolitan-tulsa-transit-authority-mtta,Metropolitan Tulsa Transit Authority (MTTA),F,28.3,2026-07-04,stale,-1050,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
virginia-railway-express-vre,Virginia Railway Express (VRE),F,28.3,2026-07-04,stale,-582,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
kansas-city-area-transportation-authority-kcata,Kansas City Area Transportation Authority (KCATA),F,29.1,2026-07-04,expiring_soon,7,yes,Service data expires in 7 day(s),Re-export with a validity window that reaches at least 60 days out.
stark-area-regional-transit-authority-sarta,Stark Area Regional Transit Authority (SARTA),F,29.2,2026-07-04,stale,-966,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
washington-county-transit,Washington County Transit,F,29.4,2026-07-04,stale,-1738,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
muncie-indiana-transit-system-mits,Muncie Indiana Transit System (MITS),F,29.5,2026-07-04,stale,-3486,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
niagara-frontier-transportation-authority-nfta,Niagara Frontier Transportation Authority (NFTA),F,29.7,2026-07-04,stale,-749,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
south-county-transit-link,South County Transit Link,F,30.0,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
south-county-transit-link-817,South County Transit Link,F,30.0,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
collier-area-transit-cat,Collier Area Transit (CAT),F,30.1,2026-07-04,stale,-2011,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
south-metro-area-regional-transit-smart,South Metro Area Regional Transit (SMART),F,30.1,2026-07-04,stale,-1045,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
south-metro-area-regional-transit-smart-248,South Metro Area Regional Transit (SMART),F,30.1,2026-07-04,stale,-1045,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
gloversville-transit-services,Gloversville Transit Services,F,30.2,2026-07-04,stale,-916,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
pioneer-valley-transit-authority-pvta,Pioneer Valley Transit Authority (PVTA),F,30.3,2026-07-04,stale,-840,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
harrisonburg-department-of-public-transportation-hdpt,HDPT,F,30.4,2026-07-04,stale,-1883,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
westchester-county-bee-line-system-wcdot-2353,Westchester County Bee-Line System (WCDOT),F,30.4,2026-07-04,lapsed,-307,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
transit-authority-of-northern-kentucky-tank,Transit Authority of Northern Kentucky (TANK),F,30.6,2026-07-04,stale,-916,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
calvert-county-public-transportation,Calvert County Public Transportation,F,30.9,2026-07-04,stale,-1804,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
annapolis-transit,Annapolis Transit,F,31.2,2026-07-04,stale,-1798,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
delmarva-community-transit,Delmarva Community Transit,F,31.4,2026-07-04,stale,-1589,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
kalamazoo-metro-transit-2070,Kalamazoo Metro Transit,F,31.4,2026-07-04,stale,-671,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
modesto-area-express,Modesto Area Express,F,31.6,2026-07-04,stale,-855,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
san-francisco-municipal-transportation-agency-sfmta-muni,San Francisco Municipal Transportation Agency (SFMTA - Muni),F,31.6,2026-07-04,stale,-687,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
breeze-transit,Breeze Transit,F,31.7,2026-07-04,stale,-435,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
grtc-transit-system,GRTC Transit System,F,31.7,2026-07-04,stale,-777,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
kalamazoo-metro-transit,Kalamazoo Metro Transit,F,31.8,2026-07-04,stale,-1155,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
harford-transit-link,Harford Transit LINK,F,32.0,2026-07-04,stale,-1281,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
bloomington-transit,Bloomington Transit,F,32.1,2026-07-04,stale,-1414,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
gloversville-transit-system,Gloversville Transit System,F,32.2,2026-07-04,lapsed,-50,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
compton-renaissance,Compton Renaissance,F,32.4,2026-07-04,stale,-1281,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
suffolk-county-transit,Suffolk County Transit,F,32.5,2026-07-04,lapsed,-185,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
chattanooga-area-regional-transportation-authority-carta-2082,Chattanooga Area Regional Transportation Authority (CARTA),F,32.6,2026-07-04,stale,-686,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
cortland-county-public-transportation,Cortland County Public Transportation,F,32.8,2026-07-04,stale,-461,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
ny-waterway,NY Waterway,F,33.0,2026-07-04,stale,-916,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
regional-transportation-commission-of-southern-nevada-rtc,Regional Transportation Commission of Southern Nevada (RTC),F,33.1,2026-07-04,stale,-840,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
akron-metro-regional-transit-authority-metro,Akron Metro Regional Transit Authority (METRO),F,33.4,2026-07-04,stale,-1267,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
glenn-transit-service,Glenn Transit Service,F,33.5,2026-07-04,stale,-1341,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
glenn-transit-service-835,Glenn Transit Service,F,33.5,2026-07-04,stale,-1341,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
albany-transit-system,Albany Transit System,F,33.6,2026-07-04,stale,-734,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
santa-maria-area-transit,Santa Maria Area Transit,F,33.6,2026-07-04,stale,-1707,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
santa-maria-area-transit-26,Santa Maria Area Transit,F,33.6,2026-07-04,stale,-1707,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
chattanooga-area-regional-transportation-authority-carta,Chattanooga Area Regional Transportation Authority (CARTA),F,33.8,2026-07-04,stale,-1519,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
pinellas-suncoast-transit-authority-psta,Pinellas Suncoast Transit Authority (PSTA),F,34.2,2026-07-04,lapsed,-28,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
frederick-county-transit,Frederick County TransIT,F,34.3,2026-07-04,stale,-491,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
rabbit-transit,Rabbit Transit,F,34.6,2026-07-04,stale,-1281,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
ocean-city-transportation,Ocean City Transportation,F,34.7,2026-07-04,stale,-2234,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
yates-transit-service,Yates Transit Service,F,34.7,2026-07-04,lapsed,-185,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
birmingham-jefferson-county-transit-authority-max-2263,Birmingham Jefferson County Transit Authority (MAX),F,34.8,2026-07-04,stale,-399,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
cat-tran-shuttle-2206,Cat Tran Shuttle,F,34.9,2026-07-04,stale,-568,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
connect-transit,Connect Transit,F,35.0,2026-07-04,stale,-1464,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
ku-on-wheels-lawrence-transit-system,KU on Wheels & Lawrence Transit System,F,35.1,2026-07-04,stale,-1980,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
williamsburg-area-transit-authority-wata,Williamsburg Area Transit Authority (WATA),F,35.1,2026-07-04,stale,-1100,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
brite,Brite,F,35.2,2026-07-04,lapsed,-184,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
clinton-county-public-transit-ccpt,Clinton County Public Transit (CCPT),F,35.3,2026-07-04,lapsed,-34,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
glendora-transportation-division,Glendora Transportation Division,F,35.7,2026-07-04,stale,-1281,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
greater-attleboro-taunton-regional-transit-authority-gatra,Greater Attleboro Taunton Regional Transit Authority (GATRA),F,35.7,2026-07-04,stale,-440,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
greater-attleboro-taunton-regional-transit-authority-gatra-418,Greater Attleboro Taunton Regional Transit Authority (GATRA),F,35.7,2026-07-04,stale,-440,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
metropolitan-area-commuter-system,Metropolitan Area Commuter System,F,36.3,2026-07-04,stale,-2561,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
the-comet,The Comet,F,36.3,2026-07-04,stale,-1576,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
the-comet-1197,The Comet,F,36.3,2026-07-04,stale,-1576,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
lextran,Lextran,F,36.5,2026-07-04,stale,-1792,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
porterville-transit,Porterville Transit,F,36.5,2026-07-04,stale,-1007,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
porterville-transit-48,Porterville Transit,F,36.5,2026-07-04,stale,-1007,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
santa-rosa-citybus,Santa Rosa CityBus,F,36.5,2026-07-04,stale,-2291,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
greater-peoria-mass-transit-citylink,Greater Peoria Mass Transit (CityLink),F,36.7,2026-07-04,stale,-1673,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
greater-peoria-mass-transit-citylink-386,Greater Peoria Mass Transit (CityLink),F,36.7,2026-07-04,stale,-1673,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
butler-county-regional-transit-authority,Butler County Regional Transit Authority,F,36.8,2026-07-04,stale,-1876,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
cat-tran-shuttle,Cat Tran Shuttle,F,36.8,2026-07-04,stale,-1706,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
cat-tran-shuttle-146,Cat Tran Shuttle,F,36.8,2026-07-04,stale,-1706,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
portage-area-regional-transportation-authority-parta,Portage Area Regional Transportation Authority (PARTA),F,36.8,2026-07-04,stale,-2366,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
rock-region-metro-2264,Rock Region Metro,F,36.9,2026-07-04,lapsed,-258,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
south-portland-2641,South Portland,F,37.0,2026-07-04,lapsed,-272,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
c-tran-305,C TRAN,F,37.2,2026-07-04,stale,-1281,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
south-portland,South Portland,F,37.2,2026-07-04,stale,-1556,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
redding-area-bus-authority-raba-1972,Redding Area Bus Authority (RABA),F,37.3,2026-07-04,lapsed,-185,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
capital-area-transit-system-cats,Capital Area Transit System (CATS),F,37.4,2026-07-04,lapsed,-135,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
connect-transit-1238,Connect Transit,F,37.4,2026-07-04,stale,-2498,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
georgia-tech-trolley-stinger-shuttles,Georgia Tech Trolley & Stinger Shuttles,F,37.4,2026-07-04,stale,-4445,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
indygo,IndyGo,F,37.4,2026-07-04,stale,-861,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
gold-coast-transit-south-coast-area-transit,"Gold Coast Transit, South Coast Area Transit",F,37.6,2026-07-04,current,35,yes,Service data expires in 35 day(s),Re-generate shape distances in your export; flag to your vendor if it persists.
groome-transportation,Groome Transportation,F,37.6,2026-07-04,stale,-1281,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
groome-transportation-319,Groome Transportation,F,37.6,2026-07-04,stale,-1281,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
regional-transit-service,Regional Transit Service,F,37.6,2026-07-04,stale,-1920,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
addison-county-transit-actr,Addison County Transit (ACTR),F,37.8,2026-07-04,stale,-2376,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
addison-county-transit-actr-543,Addison County Transit (ACTR),F,37.8,2026-07-04,stale,-2376,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
redding-area-bus-authority-2853,Flex,F,37.8,2026-07-04,lapsed,-185,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
seattle-children-s-hospital-shuttle,Seattle Children's Hospital Shuttle,F,37.9,2026-07-04,stale,-733,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
godurham,GoDurham,F,38.0,2026-07-04,lapsed,-185,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
godurham-377,GoDurham,F,38.0,2026-07-04,lapsed,-185,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
broome-county-transit-b-c-transit,Broome County Transit (B.C. Transit),F,38.2,2026-07-04,stale,-1281,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
chicago-transit-authority-cta,Chicago Transit Authority (CTA),F,38.4,2026-07-04,expiring_soon,27,yes,Service data expires in 27 day(s),Re-export with a validity window that reaches at least 60 days out.
coast-transportation,COAST Transportation,F,38.5,2026-07-04,lapsed,-154,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
duke-university,Duke University,F,38.6,2026-07-04,lapsed,-328,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
duke-university-378,Duke University,F,38.6,2026-07-04,lapsed,-328,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
fredericksburg-regional-transit-2430,Fredericksburg Regional Transit,F,38.6,2026-07-04,stale,-460,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
