agency_id,agency_name,grade,score,checked,expiry_status,days_until_expiry,needs_attention,attention_reason,top_fix,shapes_txt_status
rogue-valley-transportation-district-rvtd-122,Rogue Valley Transportation District (RVTD),F,47.4,2026-07-05,lapsed,-112,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
blue-star-bus,Blue Star Bus,F,47.5,2026-07-05,stale,-2742,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
blue-star-bus-256,Blue Star Bus,F,47.5,2026-07-05,stale,-2742,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
cascades-east-transit-cet,Cascades East Transit (CET),F,48.4,2026-07-05,stale,-803,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
cascades-east-transit-cet-138,Cascades East Transit (CET),F,48.4,2026-07-05,stale,-803,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
southwest-point,SouthWest POINT,F,48.5,2026-07-05,stale,-1816,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
utrans,UTrans,F,48.6,2026-07-05,stale,-399,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
utrans-123,UTrans,F,48.6,2026-07-05,stale,-399,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
cascade-point,Cascade POINT,F,49.6,2026-07-05,stale,-1816,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
mt-bachelor,Mt. Bachelor,F,50.2,2026-07-05,stale,-1100,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
klamath-shuttle-crater-lake-trolley,Klamath Shuttle - Crater Lake Trolley,F,50.9,2026-07-05,stale,-2498,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
city-2-city-shuttle,City 2 City Shuttle,F,51.1,2026-07-05,stale,-3291,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
eastern-point,Eastern Point,F,51.1,2026-07-05,stale,-1816,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
klamath-shuttle,Klamath Shuttle,F,51.1,2026-07-05,stale,-1399,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
city-of-milton-freewater-public-transportation,City of Milton-Freewater Public Transportation,F,52.8,2026-07-05,stale,-893,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
city-of-milton-freewater-public-transportation-274,City of Milton-Freewater Public Transportation,F,52.8,2026-07-05,stale,-893,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
eugene-to-bend,Eugene to BEND,F,54.0,2026-07-05,stale,-3472,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
clackamas-community-college-ccc-xpress,Clackamas Community College (CCC) Xpress,F,54.8,2026-07-05,stale,-1404,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
eugene-to-coos-bay,Eugene to Coos Bay,F,54.8,2026-07-05,stale,-3472,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
morrow-county-public-transit,Morrow County Public Transit,F,55.5,2026-07-05,expiring_soon,26,yes,Service data expires in 26 day(s),Re-export with a validity window that reaches at least 60 days out.,
sandy-area-metro-sam-2739,Static feed for realtime,F,59.7,2026-07-05,expiring_soon,30,yes,Service data expires in 30 day(s),"Check with your AVL vendor that every vehicle assignment flows into TripUpdates, including school-day and tripper runs.",ready
washington-park-shuttle,Washington Park Shuttle,D,60.2,2026-07-05,current,33,yes,Service data expires in 33 day(s),Check the trip updates endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.,
rogue-valley-transportation-district-rvtd-3219,Rogue Valley Transportation District (RVTD),D,66.0,2026-07-05,expiring_soon,29,yes,Service data expires in 29 day(s),Re-export with a validity window that reaches at least 60 days out.,
clackco-connects-clackamas-county-2740,Static feed for realtime,D,67.5,2026-07-05,expiring_soon,30,yes,Service data expires in 30 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
south-clackamas-transportation-district,South Clackamas Transportation District,C,74.6,2026-07-05,current,57,yes,Service data expires in 57 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
malheur-council-on-aging-community-services,Malheur Council on Aging & Community Services,C,74.7,2026-07-05,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
buena-vista-ferry,Buena Vista Ferry,C,75.0,2026-07-05,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
basin-transit-service-bts,Basin Transit Service (BTS),C,77.1,2026-07-05,current,57,yes,Service data expires in 57 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
let-er-bus,Let'er Bus,C,77.3,2026-07-05,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
central-oregon-breeze,Central Oregon Breeze,C,78.6,2026-07-05,current,57,yes,Service data expires in 57 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
oregon-express-shuttle,Oregon Express Shuttle,C,79.2,2026-07-05,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
quail-trail-public-transit,Quail Trail Public Transit,B,80.2,2026-07-05,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
harney-county,Harney County,B,80.8,2026-07-05,current,57,yes,Service data expires in 57 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
rhody-express,Rhody Express,B,82.0,2026-07-05,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
sunset-empire-transportation-district-setd-tillamook-county-transportation-district-columbia-county-rider,"Sunset Empire Transportation District (SETD), Tillamook County Transportation District, Columbia County Rider",B,83.1,2026-07-05,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
pacific-crest-bus-lines,Pacific Crest Bus Lines,B,84.2,2026-07-05,current,57,yes,Service data expires in 57 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
woodburn-transit-service-wts,Woodburn Transit Service (WTS),B,85.7,2026-07-05,current,57,yes,Service data expires in 57 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
diamond-express,Diamond Express,B,86.2,2026-07-05,current,57,yes,Service data expires in 57 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
high-desert-point,High Desert Point,F,31.3,2026-07-04,unknown,,no,,Add feed_start_date and feed_end_date to feed_info.txt and include calendar end dates in your export.,
high-desert-point-636,High Desert Point,F,31.3,2026-07-04,unknown,,no,,Add feed_start_date and feed_end_date to feed_info.txt and include calendar end dates in your export.,
hut-airport-shuttle,HUT Airport Shuttle,F,31.5,2026-07-04,unknown,,no,,Add feed_start_date and feed_end_date to feed_info.txt and include calendar end dates in your export.,
hut-airport-shuttle-635,HUT Airport Shuttle,F,31.5,2026-07-04,unknown,,no,,Add feed_start_date and feed_end_date to feed_info.txt and include calendar end dates in your export.,
city-of-milton-freewater-public-transportation-2189,City of Milton-Freewater Public Transportation,D,69.3,2026-07-05,current,179,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
benton-area-transportation,Benton Area Transportation,D,70.0,2026-07-05,current,88,no,,Check the trip updates endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.,
trimet-portland-streetcar,"TriMet, Portland Streetcar",C,70.0,2026-07-05,current,146,no,,Review the rule documentation for 'block_trips_with_overlapping_stop_times' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.,
south-metro-area-regional-transit-smart-2706,South Metro Area Regional Transit (SMART),C,72.1,2026-07-05,current,26842,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
coos-county-area-transit-ccat,Coos County Area Transit (CCAT),C,72.3,2026-07-05,current,119,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
city-of-corvallis-2283,City of Corvallis,C,73.5,2026-07-05,current,544,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
people-mover,People Mover,C,74.8,2026-07-05,current,149,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
philomath-connection-2205,Philomath Connection,C,75.2,2026-07-05,current,544,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
burns-paiute-tribal-transit,Burns Paiute Tribal Transit,C,75.5,2026-07-05,current,88,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
clackco-connects-clackamas-county-2741,Flex,C,76.1,2026-07-05,current,149,no,,Review the rule documentation for 'invalid_pickup_drop_off_window' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.,
linx-transit-linn-benton-loop-albany-transit-system,"LINX Transit, Linn-Benton Loop, Albany Transit System",C,76.7,2026-07-05,current,180,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
canby-ferry,Canby Ferry,C,79.3,2026-07-05,current,118,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
linn-shuttle,Linn Shuttle,C,79.3,2026-07-05,current,119,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
swan-island-evening-shuttle,Swan Island Evening Shuttle,C,79.8,2026-07-05,current,149,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
sandy-area-metro-sam,Sandy Area Metro (SAM),C,80.0,2026-07-05,current,149,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
wallowa-community-connection-wcc-northeast-oregon-public-transit,"Wallowa Community Connection (WCC), Northeast Oregon Public Transit",B,80.1,2026-07-05,current,149,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
benton-area-transportation-3109,Benton Area Transportation - Flex V2,B,80.7,2026-07-05,current,88,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
columbia-area-transit-cat,Columbia Area Transit (CAT),B,81.1,2026-07-05,current,180,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
yamhill-county-transit-area,Yamhill County Transit Area,B,81.7,2026-07-05,current,544,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
wahkiakum-on-the-move,Wahkiakum on the Move,B,81.8,2026-07-05,current,118,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
wahkiakum-on-the-move-249,Wahkiakum on the Move,B,81.8,2026-07-05,current,118,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
wheatland-ferry,Wheatland Ferry,B,82.2,2026-07-05,current,118,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
oregon-department-of-transportation,Oregon Department of Transportation,B,83.1,2026-07-05,current,88,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
oregon-department-of-transportation-800,Oregon Department of Transportation,B,83.1,2026-07-05,current,88,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
canby-area-transit-cat,Canby Area Transit (CAT),B,83.2,2026-07-05,current,180,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
ride-connection,Ride Connection,B,83.4,2026-07-05,current,211,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
caravan-airport-transportation,Caravan Airport Transportation,B,84.0,2026-07-05,current,119,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
clackco-connects-clackamas-county,ClackCo Connects (Clackamas County),B,84.0,2026-07-05,current,149,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
clackco-connects-clackamas-county-312,ClackCo Connects (Clackamas County),B,84.0,2026-07-05,current,149,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
astoria-riverfront-trolley,Astoria Riverfront Trolley,B,84.7,2026-07-05,current,119,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
lincoln-county-transit-lct,Lincoln County Transit (LCT),B,84.8,2026-07-05,current,88,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
curry-public-transit,Curry Public Transit,B,84.9,2026-07-05,current,119,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
josephine-county-transit-jct,Josephine County Transit (JCT),B,84.9,2026-07-05,current,180,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
link-lane,Link Lane,B,84.9,2026-07-05,current,119,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
